"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Integrin signaling","REAC:R-HSA-354192","0.03406785793209197","1.4676551724937117","26","96","4","10531","CSK,SRC,PDPK1,SYK"
"REAC","MAPK targets/ Nuclear events mediated by MAP kinases","REAC:R-HSA-450282","0.035174823344348974","1.4537680750095519","31","157","5","10531","MAPK8,MAPK14,MAPKAPK2,MAPK3,JUN"
"REAC","EPH-ephrin mediated repulsion of cells","REAC:R-HSA-3928665","0.037396569918839946","1.4271682302496698","49","160","6","10531","LYN,YES1,FYN,EPHA2,EPHB4,EPHA5"
"REAC","Negative feedback regulation of MAPK pathway","REAC:R-HSA-5674499","0.038121967705410834","1.4188246908892475","6","179","3","10531","RAF1,MAPK3,BRAF"
"REAC","EPH-Ephrin signaling","REAC:R-HSA-2682334","0.03870642813600846","1.4122169039172727","90","169","8","10531","LYN,YES1,FYN,EPHA2,EPHB4,GRIN2B,EPHA5,GRIN1"
"REAC","Developmental Biology","REAC:R-HSA-1266738","0.04197957661891682","1.3769619457678008","1069","172","34","10531","HDAC2,HMGCR,ABL1,TUBA1A,TUBA4A,TUBB1,PRKCQ,LYN,SRC,EGFR,YES1,PRKCA,FYN,RET,RXRA,TUBB4B,RARB,EPHA2,EPHB4,CDK2,MAPK8,ABL2,HSPA8,GRIN2B,ERBB2,MAPK14,RARG,RARA,HDAC3,MAPK3,JUN,EPHA5,GRIN1,GSK3B"
"REAC","Prefoldin mediated transfer of substrate  to CCT/TriC","REAC:R-HSA-389957","0.042391998907456825","1.372716104686534","28","94","4","10531","TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","Signaling by moderate kinase activity BRAF mutants","REAC:R-HSA-6802946","0.04269376848288467","1.3696355093073451","45","179","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Signaling downstream of RAS mutants","REAC:R-HSA-9649948","0.04269376848288467","1.3696355093073451","45","179","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Paradoxical activation of RAF signaling by kinase inactive BRAF","REAC:R-HSA-6802955","0.04269376848288467","1.3696355093073451","45","179","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Signaling by RAS mutants","REAC:R-HSA-6802949","0.04269376848288467","1.3696355093073451","45","179","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Neurophilin interactions with VEGF and VEGFR","REAC:R-HSA-194306","0.047669555765920565","1.3217588952579449","4","47","2","10531","FLT1,KDR"
