"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Notch-HLH transcription pathway","REAC:R-HSA-350054","0.035352811027515404","1.451576048198015","28","175","5","10531","HDAC2,HDAC1,HDAC8,HDAC3,HDAC6"
"REAC","EPHA-mediated growth cone collapse","REAC:R-HSA-3928663","0.035352811027515404","1.451576048198015","28","175","5","10531","LYN,YES1,FYN,EPHA2,EPHA5"
"REAC","Activation of AMPK downstream of NMDARs","REAC:R-HSA-9619483","0.035352811027515404","1.451576048198015","28","175","5","10531","CALM1,TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","C-type lectin receptors (CLRs)","REAC:R-HSA-5621481","0.03559310368648135","1.4486341402585237","136","175","10","10531","CALM1,LYN,FYN,PDPK1,SYK,RAF1,PRKCD,IKBKB,PSMB1,PSMB5"
"REAC","Negative feedback regulation of MAPK pathway","REAC:R-HSA-5674499","0.0356400022210674","1.4480622775701437","6","175","3","10531","RAF1,MAPK3,BRAF"
"REAC","p75NTR negatively regulates cell cycle via SC1","REAC:R-HSA-193670","0.0356400022210674","1.4480622775701437","6","175","3","10531","HDAC2,HDAC1,HDAC3"
"REAC","Paradoxical activation of RAF signaling by kinase inactive BRAF","REAC:R-HSA-6802955","0.037684475409458136","1.423837525990263","45","175","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Signaling by moderate kinase activity BRAF mutants","REAC:R-HSA-6802946","0.037684475409458136","1.423837525990263","45","175","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Signaling downstream of RAS mutants","REAC:R-HSA-9649948","0.037684475409458136","1.423837525990263","45","175","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Signaling by RAS mutants","REAC:R-HSA-6802949","0.037684475409458136","1.423837525990263","45","175","6","10531","CALM1,CSK,SRC,RAF1,MAPK3,BRAF"
"REAC","Fcgamma receptor (FCGR) dependent phagocytosis","REAC:R-HSA-2029480","0.04537207414283823","1.3432113669054702","140","175","10","10531","ABL1,LYN,YES1,FYN,SYK,FGR,PRKCD,PRKCE,MAPK3,BTK"
"REAC","EPH-Ephrin signaling","REAC:R-HSA-2682334","0.049369736598772945","1.3065391898557088","90","175","8","10531","LYN,YES1,FYN,EPHA2,EPHB4,GRIN2B,EPHA5,GRIN1"
